Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree,School,Major,Degree,School,Major,Degree,School,Major
16493,System Engineer,Engineering,New Application,11/24/18,Campus Job Board,0,Campus,Bachelors,University of Washington,Economics,,,,,,,,,
78710,System Engineer,Engineering,New Application,9/10/16,Career Fair,0,Campus,Bachelors,University of Michigan,Economics,,,,,,,,,
208868,System Engineer,Engineering,New Application,9/9/16,Career Fair,0,Campus,Bachelors,MIT,Physics,,,,,,,,,
107234,System Engineer,Engineering,New Application,10/4/18,Campus Job Board,1,Campus,Bachelors,UC Berkeley,Computer Science,Masters,NYU,Mathematics,Masters,Georgia Tech,Computer Science,,,
253931,Sr. Product Manager,Product,New Application,4/12/17,Website,15,Experienced,Bachelors,Columbia,Statistics,Bachelors,MIT,Statistics,,,,,,
5843922,Sr. Product Manager,Product,New Application,4/29/18,Agency,4,Experienced,Bachelors,Columbia,English,PhD,Harvard,Statistics,,,,,,
6206066,System Engineer,Engineering,Phone Screen,10/3/18,Campus Job Board,2,Campus,PhD,Columbia,Mathematics,Bachelors,Columbia,Computer Science,,,,,,
5901671,Operations Coordinator,Operations,New Application,10/6/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,
189431,Associate Relationship Manager,Sales,New Application,9/4/18,Career Fair,0,Campus,Bachelors,MIT,English,,,,,,,,,
5398841,Associate Relationship Manager,Sales,New Application,10/18/16,Campus Job Board,1,Campus,Masters,Columbia,Mathematics,Bachelors,Vanderbilt,Statistics,Bachelors,Vanderbilt,Business,,,
417777,Associate Relationship Manager,Sales,New Application,1/29/16,Website,0,Campus,Bachelors,MIT,English,,,,,,,,,
5966556,Associate Relationship Manager,Sales,New Application,1/13/17,Campus Event,0,Campus,Masters,NYU,Psychology,Bachelors,MIT,Psychology,,,,,,
992067,Sr. Business Analyst,IT,New Application,6/19/16,Agency,15,Experienced,Bachelors,NYU,Statistics,,,,,,,,,
201230,System Engineer,Engineering,New Application,1/8/17,Advertisement,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
1246784,Associate Product Manager,Product,New Application,3/17/17,Campus Job Board,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
495011,System Engineer,Engineering,New Application,8/8/16,Campus Job Board,1,Campus,Bachelors,NYU,Computer Science,Masters,University of Texas,Statistics,Masters,Harvard,Physics,,,
6073472,Associate Relationship Manager,Sales,Phone Screen,11/19/16,Career Fair,0,Campus,Bachelors,Columbia,Classics,Bachelors,Columbia,Classics,,,,,,
5250192,Associate Relationship Manager,Sales,New Application,10/8/16,Campus Job Board,0,Campus,Bachelors,Columbia,Business,,,,,,,,,
170852,Operations Coordinator,Operations,New Application,10/30/16,Campus Job Board,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,
3083417,Associate Product Manager,Product,New Application,11/29/16,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Mathematics,,,,,,,,,
1619367,System Engineer,Engineering,Phone Screen,2/28/18,Campus Event,0,Campus,Bachelors,Columbia,Mathematics,PhD,Harvard,Economics,,,,,,
6232526,Associate Product Manager,Product,Phone Screen,9/1/18,Campus Job Board,2,Campus,PhD,Georgia Tech,Sociology,Bachelors,Vanderbilt,Sociology,,,,,,
3639426,Associate Product Manager,Product,New Application,9/12/17,Career Fair,0,Campus,Bachelors,MIT,Business,,,,,,,,,
110096,Associate Relationship Manager,Sales,New Application,11/15/18,Campus Job Board,1,Campus,Masters,NYU,Economics,Bachelors,UC Berkeley,Psychology,,,,,,
103776,Business Operations Manager,Operations,New Application,11/4/16,Outsourced,14,Experienced,Bachelors,Columbia,Economics,,,,,,,,,
147995,Operations Coordinator,Operations,New Application,11/13/18,Career Fair,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
3768234,Sr. Software Engineer,Engineering,New Application,11/25/18,Agency,8,Experienced,Bachelors,Columbia,Physics,Masters,MIT,Mathematics,Masters,NYU,Physics,,,
823556,Account Executive,Sales,New Application,4/23/17,Outsourced,15,Experienced,Bachelors,MIT,Statistics,,,,,,,,,
3299612,Associate Relationship Manager,Sales,New Application,10/16/16,Campus Job Board,1,Campus,Masters,University of Texas,Psychology,Bachelors,Vanderbilt,Mathematics,,,,,,
111734,Associate Relationship Manager,Sales,New Application,11/16/18,Advertisement,0,Campus,Masters,Georgia Tech,Physics,Bachelors,NYU,Statistics,Bachelors,NYU,Mathematics,,,
1013531,System Engineer,Engineering,New Application,3/21/17,Advertisement,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
6077291,System Engineer,Engineering,Phone Screen,10/29/16,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
124236,IT Analyst,IT,New Application,11/5/16,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,
1286447,Associate Relationship Manager,Sales,New Application,9/13/18,Campus Job Board,1,Campus,Masters,Harvard,Mathematics,Bachelors,MIT,English,,,,,,
370502,System Engineer,Engineering,In-House Interview,8/6/18,Campus Event,2,Campus,PhD,UC Berkeley,Mathematics,Bachelors,University of Texas,Statistics,,,,,,
3157112,System Engineer,Engineering,New Application,9/15/16,Campus Event,2,Campus,Bachelors,Harvard,Computer Science,PhD,MIT,Computer Science,,,,,,
4731359,Sr. Software Engineer,Engineering,New Application,6/6/18,Website,11,Experienced,PhD,Harvard,Statistics,Bachelors,Columbia,Statistics,,,,,,
6086891,Operations Generalist,Operations,New Application,8/30/18,Career Fair,1,Campus,Bachelors,NYU,Management,Bachelors,MIT,English,,,,,,
103586,System Engineer,Engineering,In-House Interview,8/6/18,Campus Event,0,Campus,PhD,Columbia,Statistics,Bachelors,UC Berkeley,Physics,,,,,,
946007,Associate Product Manager,Product,New Application,9/26/17,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
107327,System Engineer,Engineering,New Application,10/21/18,Campus Job Board,3,Campus,Bachelors,Harvard,Statistics,Bachelors,Vanderbilt,Statistics,Bachelors,Vanderbilt,Mathematics,,,
17690,Financial Analyst,Finance,New Application,10/18/16,Campus Job Board,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
2336397,Sr. Customer Service Operations Associate,Operations,New Application,8/11/17,Career Fair,6,Experienced,Bachelors,MIT,Sociology,,,,,,,,,
168065,Operations Generalist,Operations,New Application,9/10/18,Career Fair,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,
6082649,Account Executive,Sales,New Application,5/15/16,Career Fair,13,Experienced,Bachelors,Harvard,English,,,,,,,,,
6330599,Finance Manager,Finance,Phone Screen,5/13/17,Agency,4,Experienced,Bachelors,Harvard,Management,,,,,,,,,
103127,Associate Relationship Manager,Sales,New Application,1/1/18,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
131751,System Engineer,Engineering,New Application,9/8/17,Career Fair,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
438746,Associate Relationship Manager,Sales,New Application,11/1/17,Campus Job Board,0,Campus,Bachelors,Harvard,Political Science,,,,,,,,,
2621846,System Engineer,Engineering,New Application,8/30/18,Career Fair,0,Campus,Bachelors,University of Michigan,English,,,,,,,,,
90875,System Engineer,Engineering,New Application,9/23/16,Career Fair,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
2480,Associate Relationship Manager,Sales,Offer Sent,12/25/18,Campus Event,0,Campus,Masters,MIT,Statistics,Bachelors,Georgia Tech,Physics,Bachelors,Georgia Tech,Statistics,,,
93843,System Engineer,Engineering,New Application,11/12/16,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
6133574,Operations Coordinator,Operations,New Application,10/22/18,Campus Event,0,Campus,PhD,NYU,Computer Science,Masters,Harvard,English,Bachelors,Harvard,Computer Science,,,
1432221,System Engineer,Engineering,New Application,9/19/18,Career Fair,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,
183366,System Engineer,Engineering,New Application,1/16/16,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,
1828109,Associate Relationship Manager,Sales,New Application,12/26/17,Campus Job Board,0,Campus,Bachelors,Harvard,English,,,,,,,,,
652632,Sr. Customer Service Operations Associate,Operations,New Application,5/16/16,Outsourced,11,Experienced,Bachelors,University of Washington,Political Science,,,,,,,,,
6077852,Associate Relationship Manager,Sales,Phone Screen,12/17/18,Website,0,Campus,Bachelors,NYU,Political Science,,,,,,,,,
2311107,Associate Relationship Manager,Sales,New Application,3/9/16,Campus Job Board,2,Campus,Bachelors,NYU,Computer Science,Bachelors,Georgia Tech,Statistics,,,,,,
6278957,Associate Product Manager,Product,Phone Screen,1/19/16,Campus Job Board,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
6144827,Associate Relationship Manager,Sales,Phone Screen,1/10/18,Campus Job Board,0,Campus,Bachelors,University of Michigan,Economics,Bachelors,Harvard,Management,Bachelors,Harvard,Economics,,,
115202,Associate Relationship Manager,Sales,New Application,10/28/18,Advertisement,0,Campus,Bachelors,Vanderbilt,Mathematics,,,,,,,,,
139491,System Engineer,Engineering,New Application,9/14/16,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
1448576,System Engineer,Engineering,New Application,1/6/16,Advertisement,0,Campus,Bachelors,Vanderbilt,English,,,,,,,,,
447821,System Engineer,Engineering,New Application,1/7/17,Campus Job Board,0,Campus,Masters,University of Michigan,Statistics,Bachelors,University of Washington,Computer Science,Bachelors,University of Washington,Computer Science,,,
5240,Operations Generalist,Operations,New Application,1/4/16,Advertisement,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
943412,Associate Relationship Manager,Sales,New Application,2/9/18,Campus Job Board,1,Campus,Bachelors,Harvard,Physics,Masters,MIT,Statistics,Masters,Harvard,Statistics,,,
44081,System Engineer,Engineering,New Application,8/2/18,Career Fair,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
3322409,Associate Relationship Manager,Sales,In-House Interview,8/14/18,Career Fair,0,Campus,Bachelors,MIT,Economics,Bachelors,Harvard,Sociology,,,,,,
163493,System Engineer,Engineering,New Application,12/22/17,Advertisement,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,
384581,UX Designer,Product,New Application,7/22/17,Website,4,Experienced,Bachelors,Vanderbilt,Statistics,,,,,,,,,
5526527,Sr. Customer Service Operations Associate,Operations,New Application,9/30/16,Outsourced,12,Experienced,Bachelors,Columbia,Management,Bachelors,Harvard,Mathematics,,,,,,
2408834,Associate Relationship Manager,Sales,New Application,11/18/18,Campus Event,0,Campus,Bachelors,Columbia,English,,,,,,,,,
1224209,System Engineer,Engineering,New Application,2/2/17,Campus Job Board,1,Campus,Masters,Vanderbilt,Computer Science,Bachelors,University of Michigan,Computer Science,Bachelors,University of Michigan,Computer Science,,,
135851,System Engineer,Engineering,New Application,2/26/17,Advertisement,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
307436,System Engineer,Engineering,In-House Interview,8/3/18,Career Fair,1,Campus,Bachelors,University of Michigan,Mathematics,,,,,,,,,
3125067,System Engineer,Engineering,New Application,1/3/18,Campus Job Board,0,Campus,PhD,MIT,Statistics,Masters,University of Texas,Economics,Bachelors,Columbia,Computer Science,,,
6135324,System Engineer,Engineering,New Application,2/20/16,Campus Job Board,0,Campus,Bachelors,MIT,Mathematics,Masters,Columbia,Computer Science,Masters,Harvard,English,,,
4217102,System Engineer,Engineering,New Application,10/29/17,Campus Event,2,Campus,PhD,Georgia Tech,Statistics,Masters,Columbia,Statistics,Bachelors,MIT,English,,,
4863111,System Engineer,Engineering,New Application,11/10/16,Career Fair,0,Campus,Bachelors,MIT,English,,,,,,,,,
6335646,Account Executive,Sales,New Application,9/8/18,Agency,8,Experienced,PhD,UC Berkeley,Mathematics,Bachelors,NYU,Political Science,,,,,,
149621,IT Analyst,IT,New Application,9/21/18,Campus Job Board,0,Campus,Bachelors,NYU,Physics,,,,,,,,,
841676,Associate Relationship Manager,Sales,New Application,3/18/18,Campus Job Board,0,Campus,Bachelors,University of Washington,Political Science,,,,,,,,,
3960209,Operations Generalist,Operations,New Application,12/21/17,Website,1,Campus,Bachelors,University of Washington,Business,Bachelors,MIT,Management,,,,,,
117905,System Engineer,Engineering,New Application,1/8/17,Advertisement,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,
600459,System Engineer,Engineering,New Application,12/19/18,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Physics,,,,,,,,,
6187677,System Engineer,Engineering,Phone Screen,1/24/17,Campus Job Board,4,Campus,PhD,Vanderbilt,Mathematics,Bachelors,NYU,Computer Science,,,,,,
626732,Operations Coordinator,Operations,New Application,10/26/16,Career Fair,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
668472,Associate Product Manager,Product,New Application,9/18/18,Campus Job Board,0,Campus,Bachelors,MIT,Management,,,,,,,,,
6309524,Associate Relationship Manager,Sales,Phone Screen,1/7/18,Campus Job Board,2,Campus,Bachelors,Columbia,Computer Science,PhD,Columbia,English,,,,,,
707406,IT Analyst,IT,New Application,8/23/18,Advertisement,0,Campus,Masters,MIT,Mathematics,Bachelors,University of Washington,Physics,Bachelors,University of Washington,Mathematics,,,
137147,Financial Analyst,Finance,New Application,9/8/18,Campus Event,0,Campus,Bachelors,UC Berkeley,Political Science,,,,,,,,,
2635331,System Engineer,Engineering,New Application,8/4/18,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
4577492,Associate Relationship Manager,Sales,New Application,9/9/18,Campus Event,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
6206,System Engineer,Engineering,New Application,3/3/16,Website,2,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
5043752,System Engineer,Engineering,New Application,10/31/18,Website,0,Campus,Masters,NYU,Computer Science,Bachelors,University of Michigan,Computer Science,Bachelors,University of Michigan,English,,,
1543709,System Engineer,Engineering,New Application,1/7/16,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
2696,Financial Analyst,Finance,New Application,8/25/18,Campus Event,0,Campus,Bachelors,University of Texas,Political Science,,,,,,,,,
165200,Associate Product Manager,Product,New Application,9/23/16,Career Fair,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,
1781984,UX Designer,Product,New Application,1/5/17,Website,5,Experienced,Bachelors,MIT,Mathematics,Bachelors,University of Texas,Computer Science,,,,,,
2344859,System Engineer,Engineering,In-House Interview,9/12/16,Career Fair,2,Campus,Masters,Georgia Tech,Computer Science,Bachelors,NYU,English,PhD,NYU,Physics,,,
37976,System Engineer,Engineering,New Application,11/1/17,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
310646,Sr. Software Engineer,Engineering,New Application,7/28/17,Agency,6,Experienced,Bachelors,Columbia,Mathematics,,,,,,,,,
3204251,System Engineer,Engineering,Phone Screen,2/21/18,Website,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
4856942,Associate Relationship Manager,Sales,New Application,1/26/17,Campus Job Board,2,Campus,Bachelors,University of Michigan,Economics,Bachelors,MIT,Mathematics,,,,,,
6179226,Operations Coordinator,Operations,New Application,11/18/18,Campus Job Board,4,Campus,Bachelors,Georgia Tech,Economics,PhD,NYU,Management,,,,,,
2900,System Engineer,Engineering,Offer Sent,9/18/16,Campus Event,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
3319872,System Engineer,Engineering,New Application,12/14/18,Website,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
1638584,Associate Relationship Manager,Sales,New Application,9/21/16,Campus Job Board,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
185171,Associate Relationship Manager,Sales,New Application,10/7/18,Website,1,Campus,Bachelors,Columbia,Computer Science,Bachelors,NYU,Economics,,,,,,
4128659,Account Executive,Sales,New Application,7/11/18,Advertisement,3,Experienced,Bachelors,NYU,Economics,,,,,,,,,
3332567,Sr. Business Analyst,IT,In-House Interview,3/4/17,Advertisement,9,Experienced,Bachelors,University of Washington,Mathematics,Bachelors,NYU,English,,,,,,
684537,Financial Analyst,Finance,New Application,11/16/18,Website,2,Campus,Bachelors,Columbia,Mathematics,PhD,NYU,Statistics,,,,,,
1949037,Associate Product Manager,Product,New Application,10/16/18,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,Bachelors,Georgia Tech,Economics,,,,,,
3910376,Associate Relationship Manager,Sales,In-House Interview,9/2/18,Career Fair,1,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,
1345632,Operations Coordinator,Operations,New Application,12/22/16,Campus Event,1,Campus,Bachelors,Columbia,Statistics,PhD,NYU,Physics,,,,,,
447821,Operations Generalist,Operations,New Application,1/7/17,Campus Job Board,0,Campus,Masters,University of Michigan,Statistics,Bachelors,University of Washington,Computer Science,Bachelors,University of Washington,Computer Science,,,
3391286,Associate Product Manager,Product,New Application,11/6/17,Campus Job Board,0,Campus,Masters,MIT,Economics,Bachelors,Vanderbilt,Political Science,,,,,,
